account_id,industry,company_size,region,contract_type,subscription_plan,account_age_months,monthly_recurring_revenue,seat_count,seats_used_percent,weekly_active_users,feature_adoption_rate,avg_session_minutes,admin_logins_last_30d,onboarding_completion_percent,days_since_last_login,support_tickets_last_90d,nps_score,nps_band,account_health_score,health_band,churn_flag,renewal_probability,expansion_revenue,usage_band,revenue_band,login_recency_band
1593,software,mid_market,APAC,monthly,business,23,1082.51,24,49.16,8,12.77,16.52,3,63.94,52,1,42.0,passive,0.363,medium_health,0,56.54,130.66,low_usage,high_mrr,inactive_31_90d
1594,software,enterprise,APAC,monthly,business,60,1649.3,30,62.05,7,29.31,18.78,3,84.47,5,0,36.0,passive,0.577,medium_health,0,73.02,408.54,low_usage,enterprise_mrr,active_0_7d
1595,retail,small,Europe,monthly,business,36,566.32,30,45.46,8,33.31,20.02,6,72.62,3,1,55.0,promoter,0.52,medium_health,1,62.97,15.73,low_usage,high_mrr,active_0_7d
1596,healthcare,enterprise,Europe,monthly,business,30,2587.68,30,79.25,8,30.4,17.37,5,79.31,8,0,23.0,passive,0.616,medium_health,0,90.44,639.98,low_usage,enterprise_mrr,warming_8_30d
1597,software,small,Europe,annual,starter,2,43.98,3,65.7,0,36.45,25.97,3,42.89,40,1,,,0.482,medium_health,0,76.64,6.55,medium_usage,low_mrr,inactive_31_90d
1598,software,small,North America,monthly,growth,5,128.55,13,57.04,3,16.04,25.91,4,39.39,16,1,44.0,passive,0.367,medium_health,0,61.43,50.62,low_usage,mid_mrr,warming_8_30d
1599,software,enterprise,North America,annual,business,15,2929.04,39,71.94,18,78.06,24.09,8,51.39,15,2,32.0,passive,0.745,high_health,0,84.01,627.38,high_usage,enterprise_mrr,warming_8_30d
1600,other,small,APAC,annual,starter,22,53.15,10,75.15,3,60.15,21.02,5,61.66,4,3,48.0,passive,0.717,high_health,0,64.05,10.86,medium_usage,low_mrr,active_0_7d
1601,software,mid_market,North America,monthly,starter,7,155.39,7,91.18,2,30.13,14.42,8,80.12,3,1,19.0,passive,0.659,medium_health,0,71.39,27.09,low_usage,mid_mrr,active_0_7d
1602,finance,small,North America,monthly,growth,2,64.57,9,53.05,3,18.32,20.59,2,53.63,72,2,36.0,passive,0.356,medium_health,1,57.18,3.76,low_usage,low_mrr,inactive_31_90d
1603,software,mid_market,Europe,monthly,business,7,908.59,46,84.77,20,35.13,22.79,6,55.11,5,1,38.0,passive,0.603,medium_health,0,69.72,317.72,medium_usage,high_mrr,active_0_7d
1604,finance,enterprise,Europe,annual,business,27,1148.61,38,52.47,12,54.02,22.43,3,78.69,18,0,23.0,passive,0.628,medium_health,1,79.61,41.3,medium_usage,high_mrr,warming_8_30d
1605,software,small,North America,annual,growth,38,147.66,11,40.64,3,32.08,24.62,1,61.51,17,0,53.0,promoter,0.455,medium_health,1,78.45,5.33,low_usage,mid_mrr,warming_8_30d
1606,healthcare,mid_market,North America,monthly,business,44,1126.93,36,96.32,15,57.69,24.54,3,74.74,2,2,,,0.816,high_health,1,78.17,45.19,medium_usage,high_mrr,active_0_7d
1607,software,small,North America,annual,business,9,733.38,34,59.66,11,33.43,19.5,8,54.51,14,1,48.0,passive,0.507,medium_health,0,81.13,98.11,low_usage,high_mrr,warming_8_30d
1608,education,mid_market,UK,monthly,growth,8,236.05,14,78.31,4,39.23,25.12,2,61.85,2,1,10.0,passive,0.603,medium_health,0,90.8,91.74,medium_usage,mid_mrr,active_0_7d
1609,software,small,North America,annual,growth,9,123.96,15,48.86,3,27.77,15.69,2,39.16,9,1,22.0,passive,0.385,medium_health,1,67.52,3.74,low_usage,mid_mrr,warming_8_30d
1610,healthcare,small,Europe,monthly,growth,8,144.1,17,61.63,3,22.03,12.35,1,44.94,13,2,21.0,passive,0.414,medium_health,0,59.63,20.62,low_usage,mid_mrr,warming_8_30d
1611,other,small,Europe,monthly,starter,20,34.84,6,60.69,2,49.99,20.95,5,55.01,24,2,37.0,passive,0.577,medium_health,0,56.62,11.86,medium_usage,low_mrr,warming_8_30d
1612,retail,small,APAC,monthly,starter,8,69.01,7,59.98,1,21.79,17.69,2,58.46,2,1,17.0,passive,0.45,medium_health,0,58.92,24.14,low_usage,low_mrr,active_0_7d
1613,healthcare,enterprise,North America,monthly,business,0,1946.65,25,75.51,6,50.6,16.16,0,61.69,41,0,,,0.622,medium_health,0,74.66,842.35,medium_usage,enterprise_mrr,inactive_31_90d
1614,finance,small,North America,monthly,starter,10,51.14,3,66.94,1,22.03,13.58,2,71.01,1,5,13.0,passive,0.508,medium_health,1,66.35,1.55,low_usage,low_mrr,active_0_7d
1615,finance,small,Europe,annual,starter,5,60.88,5,52.2,0,8.7,13.39,4,32.0,8,0,34.0,passive,0.294,low_health,0,65.09,29.51,low_usage,low_mrr,warming_8_30d
1616,,small,UK,monthly,starter,1,47.79,5,40.17,0,53.02,22.55,3,48.26,11,2,29.0,passive,0.506,medium_health,0,60.04,4.77,medium_usage,low_mrr,warming_8_30d
1617,other,small,North America,monthly,starter,11,36.81,7,52.44,0,12.3,10.09,1,14.58,8,3,27.0,passive,0.259,low_health,1,38.72,1.31,low_usage,low_mrr,warming_8_30d
1618,,mid_market,Europe,monthly,starter,4,105.45,4,60.19,0,32.08,5.71,2,49.21,2,2,-2.0,detractor,0.462,medium_health,0,72.47,15.65,low_usage,mid_mrr,active_0_7d
1619,healthcare,enterprise,North America,annual,business,11,1478.43,33,75.01,8,20.0,9.81,3,26.79,10,2,22.0,passive,0.403,medium_health,0,72.02,273.57,low_usage,high_mrr,warming_8_30d
1620,retail,small,North America,annual,growth,6,154.74,13,49.3,3,38.66,10.15,4,68.95,4,1,20.0,passive,0.525,medium_health,0,79.63,22.49,medium_usage,mid_mrr,active_0_7d
1621,healthcare,mid_market,Europe,annual,business,17,1244.32,36,68.21,11,35.99,12.29,7,72.6,16,3,25.0,passive,0.581,medium_health,0,78.28,400.8,medium_usage,high_mrr,warming_8_30d
1622,software,small,North America,monthly,growth,84,98.76,13,63.99,5,67.97,18.18,11,60.28,35,1,68.0,promoter,0.703,high_health,1,71.78,0.02,medium_usage,low_mrr,inactive_31_90d
1623,healthcare,small,APAC,monthly,starter,14,28.66,6,59.09,1,24.42,14.4,6,38.97,16,2,,,0.399,medium_health,0,68.3,4.53,low_usage,low_mrr,warming_8_30d
1624,other,mid_market,Europe,annual,growth,19,333.5,18,39.8,3,18.43,18.48,7,36.15,2,3,,,0.296,low_health,0,54.63,27.64,low_usage,mid_mrr,active_0_7d
1625,software,small,Europe,monthly,starter,45,37.45,4,39.3,1,45.46,26.43,3,41.92,8,1,30.0,passive,0.452,medium_health,1,54.18,1.12,medium_usage,low_mrr,warming_8_30d
1626,retail,mid_market,Europe,monthly,starter,8,109.0,3,63.83,1,14.38,21.59,4,44.81,2,1,13.0,passive,0.387,medium_health,0,65.88,43.12,low_usage,mid_mrr,active_0_7d
1627,software,enterprise,Europe,monthly,enterprise,3,6712.03,122,46.5,25,33.72,13.18,1,51.72,10,0,12.0,passive,0.433,medium_health,1,79.08,161.84,low_usage,enterprise_mrr,warming_8_30d
1628,healthcare,small,North America,annual,starter,6,23.14,9,48.29,0,0.78,8.42,1,31.33,59,3,,,0.187,low_health,0,62.37,2.67,low_usage,low_mrr,inactive_31_90d
1629,software,enterprise,APAC,annual,enterprise,9,7638.54,134,87.33,68,52.12,36.43,9,81.32,5,0,58.0,promoter,0.781,high_health,0,85.26,3446.39,medium_usage,enterprise_mrr,active_0_7d
1630,finance,mid_market,Other,annual,business,19,582.91,31,19.77,5,26.8,7.4,3,53.33,1,0,,,0.33,low_health,0,80.17,192.34,low_usage,high_mrr,active_0_7d
1631,education,small,North America,monthly,starter,0,48.62,6,99.57,2,52.48,22.54,1,60.56,10,1,48.0,passive,0.757,high_health,0,61.63,15.3,medium_usage,low_mrr,warming_8_30d
1632,finance,mid_market,North America,monthly,growth,35,260.24,16,59.42,4,36.89,12.12,3,51.87,33,3,7.0,passive,0.472,medium_health,1,62.38,1.26,medium_usage,mid_mrr,inactive_31_90d
1633,retail,small,North America,annual,starter,1,40.39,4,47.82,1,14.84,21.76,2,45.97,2,1,20.0,passive,0.342,medium_health,0,70.97,6.43,low_usage,low_mrr,active_0_7d
1634,education,enterprise,Europe,monthly,business,42,3609.36,43,61.73,12,25.55,25.54,5,47.73,20,1,29.0,passive,0.439,medium_health,0,55.29,1687.16,low_usage,enterprise_mrr,warming_8_30d
1635,other,mid_market,Europe,monthly,growth,54,366.55,14,21.66,3,25.51,18.29,3,38.31,9,0,52.0,promoter,0.299,low_health,1,63.8,8.94,low_usage,mid_mrr,warming_8_30d
1636,software,small,APAC,monthly,enterprise,83,1647.01,110,84.68,45,52.9,30.45,8,90.71,6,3,46.0,passive,0.792,high_health,0,74.23,664.34,medium_usage,enterprise_mrr,active_0_7d
1637,finance,small,UK,monthly,growth,30,157.08,16,77.86,5,59.98,39.77,4,53.13,20,1,58.0,promoter,0.697,high_health,1,81.16,0.26,medium_usage,mid_mrr,warming_8_30d
1638,software,mid_market,Europe,monthly,enterprise,3,3279.8,97,74.48,13,20.17,8.14,0,50.11,61,0,20.0,passive,0.426,medium_health,0,58.14,214.41,low_usage,enterprise_mrr,inactive_31_90d
1639,other,small,Europe,monthly,starter,22,56.71,7,93.74,3,39.34,25.59,5,68.72,5,2,5.0,passive,0.67,high_health,0,77.44,20.96,medium_usage,low_mrr,active_0_7d
1640,other,small,UK,monthly,starter,4,53.56,7,52.06,2,36.98,23.94,3,49.34,8,0,21.0,passive,0.469,medium_health,0,54.43,17.28,medium_usage,low_mrr,warming_8_30d
1641,healthcare,small,Europe,monthly,starter,41,72.19,7,34.18,0,44.65,4.11,2,25.64,1,6,11.0,passive,0.378,medium_health,1,62.64,0.97,medium_usage,low_mrr,active_0_7d
1642,education,small,Europe,annual,starter,7,51.76,7,52.43,0,12.52,15.62,3,34.69,8,1,12.0,passive,0.306,low_health,0,83.08,16.19,low_usage,low_mrr,warming_8_30d
1643,healthcare,small,Europe,monthly,starter,7,109.03,6,88.53,2,54.01,16.96,2,76.11,4,0,30.0,passive,0.761,high_health,1,70.68,0.44,medium_usage,mid_mrr,active_0_7d
1644,retail,small,Europe,monthly,growth,45,208.54,14,50.83,4,28.52,21.7,5,62.68,21,0,,,0.45,medium_health,0,66.78,79.52,low_usage,mid_mrr,warming_8_30d
1645,software,small,Europe,annual,starter,0,32.88,7,81.5,1,42.88,18.64,3,42.56,19,2,26.0,passive,0.576,medium_health,0,67.31,3.6,medium_usage,low_mrr,warming_8_30d
1646,education,mid_market,Europe,annual,enterprise,4,2481.81,116,88.48,39,38.05,26.17,5,72.82,5,1,79.0,promoter,0.708,high_health,0,82.01,197.34,medium_usage,enterprise_mrr,active_0_7d
1647,software,small,UK,monthly,business,10,458.49,37,48.6,8,41.44,12.15,3,62.04,16,0,11.0,passive,0.501,medium_health,1,57.67,7.52,medium_usage,mid_mrr,warming_8_30d
1648,education,small,Europe,annual,starter,22,49.77,5,65.9,2,34.51,32.02,4,82.64,26,2,31.0,passive,0.59,medium_health,0,69.06,26.81,low_usage,low_mrr,warming_8_30d
1649,education,small,Europe,monthly,growth,19,189.49,13,60.03,3,46.7,19.55,5,66.7,28,2,33.0,passive,0.585,medium_health,1,72.63,4.3,medium_usage,mid_mrr,warming_8_30d
1650,retail,mid_market,UK,monthly,growth,20,433.27,14,90.51,3,40.9,27.09,3,59.3,25,1,22.0,passive,0.636,medium_health,0,65.77,157.69,medium_usage,mid_mrr,warming_8_30d
1651,software,small,Europe,monthly,starter,38,30.45,6,59.65,2,41.75,20.73,1,57.44,7,2,3.0,passive,0.529,medium_health,0,71.65,7.62,medium_usage,low_mrr,active_0_7d
1652,,small,North America,monthly,growth,2,233.3,18,98.37,4,42.55,26.62,3,59.86,10,3,43.0,passive,0.699,high_health,1,81.53,13.01,medium_usage,mid_mrr,warming_8_30d
1653,software,small,North America,annual,starter,13,41.18,8,70.67,2,24.66,17.29,2,37.66,17,5,12.0,passive,0.429,medium_health,0,68.76,15.22,low_usage,low_mrr,warming_8_30d
1654,finance,mid_market,Europe,monthly,business,23,712.55,43,77.29,15,57.69,28.64,5,47.22,6,4,28.0,passive,0.657,medium_health,0,66.12,206.32,medium_usage,high_mrr,active_0_7d
1655,software,mid_market,Europe,monthly,business,18,711.75,41,66.89,15,28.53,15.04,5,64.38,14,2,51.0,promoter,0.537,medium_health,0,65.74,123.0,low_usage,high_mrr,warming_8_30d
1656,other,mid_market,Other,annual,business,11,1164.93,31,61.4,7,65.39,24.24,3,65.75,23,1,24.0,passive,0.675,high_health,0,93.51,451.03,medium_usage,high_mrr,warming_8_30d
1657,healthcare,mid_market,North America,monthly,enterprise,0,2404.41,117,30.81,33,39.33,13.01,4,44.75,2,2,28.0,passive,0.404,medium_health,0,70.25,597.2,medium_usage,enterprise_mrr,active_0_7d
1658,finance,mid_market,Europe,annual,growth,1,259.86,11,65.65,1,27.81,14.02,3,34.97,9,1,31.0,passive,0.438,medium_health,1,66.64,1.9,low_usage,mid_mrr,warming_8_30d
1659,finance,small,North America,annual,starter,2,42.24,6,91.81,1,32.88,9.89,2,37.93,16,8,32.0,passive,0.557,medium_health,0,72.86,15.48,low_usage,low_mrr,warming_8_30d
1660,finance,mid_market,North America,monthly,starter,8,57.52,5,74.82,1,14.33,11.54,3,47.58,9,2,,,0.436,medium_health,1,55.59,1.39,low_usage,low_mrr,warming_8_30d
1661,retail,small,UK,annual,starter,2,36.49,4,84.7,1,27.65,16.28,1,43.29,14,2,40.0,passive,0.529,medium_health,0,77.97,5.47,low_usage,low_mrr,warming_8_30d
1662,healthcare,mid_market,North America,monthly,starter,10,69.86,12,56.31,4,36.09,21.36,2,81.92,13,0,3.0,passive,0.554,medium_health,0,65.3,20.06,medium_usage,low_mrr,warming_8_30d
1663,other,mid_market,Europe,monthly,business,4,798.88,44,45.36,20,42.62,23.3,5,55.52,29,2,60.0,promoter,0.501,medium_health,0,77.55,270.21,medium_usage,high_mrr,warming_8_30d
1664,healthcare,small,UK,monthly,starter,27,61.82,7,66.84,2,20.44,15.76,5,73.97,12,1,27.0,passive,0.51,medium_health,0,58.16,32.31,low_usage,low_mrr,warming_8_30d
1665,other,small,Europe,monthly,business,37,484.35,22,78.44,8,51.4,25.56,5,84.41,24,0,68.0,promoter,0.748,high_health,0,74.8,186.77,medium_usage,mid_mrr,warming_8_30d
1666,other,small,APAC,annual,growth,9,231.32,18,93.17,3,30.96,19.13,3,45.6,2,1,30.0,passive,0.583,medium_health,0,78.02,53.32,low_usage,mid_mrr,active_0_7d
1667,software,mid_market,Europe,monthly,starter,13,154.81,5,85.34,1,19.4,12.58,2,42.19,17,4,15.0,passive,0.468,medium_health,1,77.93,6.55,low_usage,mid_mrr,warming_8_30d
1668,other,mid_market,North America,monthly,growth,55,272.43,15,68.58,5,48.97,16.06,2,71.61,9,2,26.0,passive,0.649,medium_health,1,83.58,5.9,medium_usage,mid_mrr,warming_8_30d
1669,software,mid_market,APAC,monthly,growth,14,330.0,14,54.93,1,22.25,12.73,2,33.03,28,1,23.0,passive,0.349,medium_health,0,69.52,40.07,low_usage,mid_mrr,warming_8_30d
1670,education,small,APAC,annual,starter,84,48.44,6,58.51,2,62.68,32.24,3,67.64,9,3,44.0,passive,0.682,high_health,0,83.3,9.55,medium_usage,low_mrr,warming_8_30d
1671,finance,mid_market,North America,annual,growth,3,154.4,17,91.52,7,74.73,17.0,4,36.69,19,3,36.0,passive,0.755,high_health,0,83.62,44.98,high_usage,mid_mrr,warming_8_30d
1672,other,small,North America,annual,starter,36,32.0,8,88.63,2,35.87,25.26,5,54.74,5,2,33.0,passive,0.616,medium_health,0,68.36,6.86,medium_usage,low_mrr,active_0_7d
1673,other,enterprise,North America,annual,enterprise,12,5658.78,128,59.17,26,19.45,13.09,2,62.03,15,1,35.0,passive,0.448,medium_health,0,79.12,2435.02,low_usage,enterprise_mrr,warming_8_30d
1674,education,small,North America,monthly,starter,0,46.12,3,76.3,1,13.59,13.78,4,32.11,1,1,15.0,passive,0.394,medium_health,0,62.63,3.67,low_usage,low_mrr,active_0_7d
1675,education,small,Other,monthly,growth,65,178.26,11,74.37,3,40.71,22.38,7,63.48,2,0,41.0,passive,0.622,medium_health,1,80.55,5.68,medium_usage,mid_mrr,active_0_7d
1676,finance,small,Europe,monthly,growth,60,175.25,15,46.57,4,43.07,21.82,4,36.39,22,1,41.0,passive,0.447,medium_health,0,36.75,64.45,medium_usage,mid_mrr,warming_8_30d
1677,software,mid_market,North America,annual,growth,9,176.38,14,70.75,3,26.13,19.06,2,46.19,0,2,11.0,passive,0.472,medium_health,1,75.3,2.5,low_usage,mid_mrr,active_0_7d
1678,finance,enterprise,APAC,monthly,growth,55,893.27,13,76.53,5,46.92,24.95,5,91.8,0,2,27.0,passive,0.73,high_health,0,63.53,484.75,medium_usage,high_mrr,active_0_7d
1679,software,small,Europe,monthly,growth,3,158.61,16,71.39,1,13.4,18.51,4,57.56,51,1,27.0,passive,0.416,medium_health,1,77.41,18.96,low_usage,mid_mrr,inactive_31_90d
1680,retail,small,North America,annual,business,21,496.28,32,81.35,6,25.38,20.54,0,53.69,2,0,50.0,passive,0.551,medium_health,0,87.1,132.77,low_usage,mid_mrr,active_0_7d
1681,finance,enterprise,Other,annual,business,4,2898.08,33,71.35,7,31.14,13.79,4,48.9,4,0,3.0,passive,0.497,medium_health,1,67.38,14.73,low_usage,enterprise_mrr,active_0_7d
1682,other,small,APAC,monthly,starter,5,46.61,4,79.84,1,42.6,15.29,5,48.55,4,2,,,0.616,medium_health,1,66.51,2.54,medium_usage,low_mrr,active_0_7d
1683,retail,mid_market,APAC,monthly,starter,27,166.71,3,89.04,1,38.46,16.36,1,33.19,11,1,,,0.586,medium_health,0,59.81,36.15,medium_usage,mid_mrr,warming_8_30d
1684,education,small,Europe,annual,starter,9,35.89,9,56.79,2,6.96,24.58,3,49.6,57,5,42.0,passive,0.318,low_health,0,63.18,5.55,low_usage,low_mrr,inactive_31_90d
1685,software,small,UK,monthly,starter,0,35.19,3,58.69,1,34.04,20.15,1,43.31,1,2,16.0,passive,0.463,medium_health,1,53.89,0.64,low_usage,low_mrr,active_0_7d
1686,other,mid_market,North America,monthly,growth,10,380.88,16,51.03,3,38.33,17.72,4,81.44,34,0,53.0,promoter,0.563,medium_health,0,68.15,72.17,medium_usage,mid_mrr,inactive_31_90d
1687,other,mid_market,Europe,monthly,business,5,771.51,39,50.61,12,34.18,19.22,5,52.24,13,0,38.0,passive,0.467,medium_health,1,67.19,18.9,low_usage,high_mrr,warming_8_30d
1688,healthcare,small,Other,monthly,starter,21,53.7,7,24.87,1,14.65,8.02,1,35.76,20,0,24.0,passive,0.223,low_health,0,55.33,9.63,low_usage,low_mrr,warming_8_30d
1689,retail,small,North America,annual,starter,4,98.43,6,67.1,1,34.25,14.81,5,46.46,25,2,22.0,passive,0.488,medium_health,0,74.32,8.34,low_usage,low_mrr,warming_8_30d
1690,education,mid_market,UK,monthly,growth,33,376.2,21,88.16,9,51.67,18.49,7,73.84,26,1,44.0,passive,0.735,high_health,0,84.71,96.33,medium_usage,mid_mrr,warming_8_30d
1691,software,small,Europe,monthly,growth,6,160.49,17,87.34,4,39.14,24.93,5,63.89,28,3,31.0,passive,0.634,medium_health,0,81.75,89.72,medium_usage,mid_mrr,warming_8_30d
1692,healthcare,enterprise,North America,monthly,business,9,1471.7,33,35.89,7,54.57,17.88,5,59.01,22,0,,,0.52,medium_health,0,78.51,230.81,medium_usage,high_mrr,warming_8_30d
1693,finance,small,UK,monthly,business,6,220.08,32,47.59,11,47.6,26.91,4,79.44,6,2,55.0,promoter,0.614,medium_health,0,69.68,75.07,medium_usage,mid_mrr,active_0_7d
1694,,mid_market,North America,monthly,growth,19,319.58,12,64.37,4,26.27,31.48,4,51.77,26,1,44.0,passive,0.469,medium_health,1,74.89,5.22,low_usage,mid_mrr,warming_8_30d
1695,finance,enterprise,Europe,annual,business,2,2898.08,31,84.8,11,44.67,23.25,2,62.54,6,4,33.0,passive,0.666,high_health,0,76.1,717.17,medium_usage,enterprise_mrr,active_0_7d
1696,software,mid_market,North America,monthly,growth,12,292.77,10,95.54,2,34.97,11.28,2,46.25,17,0,,,0.599,medium_health,0,72.01,69.7,low_usage,mid_mrr,warming_8_30d
1697,software,small,Other,annual,growth,7,171.48,12,33.63,1,20.62,12.66,1,28.37,12,4,19.0,passive,0.264,low_health,0,65.49,29.53,low_usage,mid_mrr,warming_8_30d
1698,software,mid_market,North America,annual,growth,39,540.06,9,80.33,4,59.5,11.47,5,58.81,29,4,21.0,passive,0.686,high_health,0,100.0,213.77,medium_usage,high_mrr,warming_8_30d
1699,other,small,North America,monthly,growth,1,243.34,11,65.87,3,22.39,27.22,2,67.33,1,2,48.0,passive,0.52,medium_health,1,61.26,19.3,low_usage,mid_mrr,active_0_7d
1700,healthcare,small,North America,monthly,growth,32,173.13,20,79.56,5,45.73,33.52,4,69.34,7,1,55.0,promoter,0.686,high_health,0,77.35,67.69,medium_usage,mid_mrr,active_0_7d
1701,other,enterprise,Other,annual,enterprise,3,6368.07,111,83.99,43,32.19,14.13,6,73.82,0,1,51.0,promoter,0.651,medium_health,1,85.14,497.18,low_usage,enterprise_mrr,active_0_7d
1702,,mid_market,UK,monthly,starter,2,63.36,6,63.82,0,24.31,11.03,1,38.77,7,2,-6.0,detractor,0.402,medium_health,1,70.96,0.29,low_usage,low_mrr,active_0_7d
1703,finance,mid_market,UK,monthly,business,4,704.05,47,89.99,11,38.91,15.53,4,66.82,1,1,33.0,passive,0.672,high_health,1,66.64,19.23,medium_usage,high_mrr,active_0_7d
1704,healthcare,small,Europe,monthly,starter,2,44.41,4,42.35,0,1.26,7.61,0,56.01,3,1,,,0.281,low_health,0,70.85,4.95,low_usage,low_mrr,active_0_7d
1705,finance,small,Europe,annual,starter,13,36.36,5,86.84,1,28.03,7.88,4,51.48,4,1,31.0,passive,0.562,medium_health,0,82.96,10.04,low_usage,low_mrr,active_0_7d
1706,software,small,North America,monthly,starter,80,53.45,10,70.02,2,39.79,23.63,2,55.85,5,5,32.0,passive,0.573,medium_health,1,87.63,1.52,medium_usage,low_mrr,active_0_7d
1707,retail,small,Europe,monthly,growth,1,290.91,22,83.09,7,47.02,11.91,3,59.12,1,2,11.0,passive,0.651,medium_health,0,77.0,80.06,medium_usage,mid_mrr,active_0_7d
1708,software,mid_market,North America,monthly,starter,11,183.37,6,86.17,1,50.59,18.28,1,58.09,38,0,54.0,promoter,0.677,high_health,0,88.2,40.61,medium_usage,mid_mrr,inactive_31_90d
1709,retail,small,Other,monthly,starter,9,53.37,5,65.0,1,35.77,11.04,2,52.42,3,2,38.0,passive,0.532,medium_health,0,70.75,32.07,medium_usage,low_mrr,active_0_7d
1710,retail,mid_market,UK,monthly,growth,7,430.61,16,76.16,2,26.32,4.42,2,40.62,3,2,44.0,passive,0.497,medium_health,1,60.16,26.43,low_usage,mid_mrr,active_0_7d
1711,software,small,Europe,monthly,starter,7,37.97,6,80.91,1,28.54,10.89,0,49.46,15,1,,,0.52,medium_health,0,65.49,10.03,low_usage,low_mrr,warming_8_30d
1712,software,small,North America,monthly,starter,41,81.8,8,79.11,2,36.88,10.64,4,52.1,11,4,37.0,passive,0.579,medium_health,0,73.87,27.86,medium_usage,low_mrr,warming_8_30d
1713,education,small,UK,monthly,starter,0,28.36,9,89.49,1,11.12,15.67,3,67.17,14,2,44.0,passive,0.534,medium_health,0,70.9,10.44,low_usage,low_mrr,warming_8_30d
1714,finance,small,North America,monthly,starter,27,67.44,11,51.32,2,11.99,18.31,3,29.99,4,4,8.0,passive,0.286,low_health,1,55.7,2.3,low_usage,low_mrr,active_0_7d
1715,software,small,North America,monthly,starter,5,58.28,5,60.37,1,23.12,18.75,3,42.4,12,3,15.0,passive,0.405,medium_health,1,62.57,1.94,low_usage,low_mrr,warming_8_30d
1716,other,enterprise,North America,monthly,enterprise,9,4605.3,104,66.49,35,30.89,19.22,2,65.03,0,2,7.0,passive,0.53,medium_health,1,62.66,293.04,low_usage,enterprise_mrr,active_0_7d
1717,,small,Europe,monthly,starter,10,45.55,6,65.0,0,8.06,16.57,1,29.41,11,1,6.0,passive,0.306,low_health,0,56.7,10.64,low_usage,low_mrr,warming_8_30d
